id,fecha,nombre,url_objetivo,ruta_json,ruta_markdown,fuentes_count,warning
8f5095a527002724,2026-04-09T19:56:34.936223,,https://www.cultura.gob.es/servicios-a-la-ciudadania/catalogo/becas-ayudas-y-subvenciones/ayudas-y-subvenciones/industrias/modernizacion-innovacion-industrias-culturales.html,/app/data/resumenes_convocatoria/8f5095a527002724.json,/app/data/resumenes_convocatoria/8f5095a527002724.md,1,sí
b752018d3d716598,2026-04-09T19:57:22.172908,,https://www.cultura.gob.es/servicios-a-la-ciudadania/catalogo/becas-ayudas-y-subvenciones/ayudas-y-subvenciones/industrias/modernizacion-innovacion-industrias-culturales.html,/app/data/resumenes_convocatoria/b752018d3d716598.json,/app/data/resumenes_convocatoria/b752018d3d716598.md,1,sí
